,RMSE,MAE,R²,MAPE,Directional_Accuracy
linear_regression,46.64396103447499,34.853445912145425,0.7253952842109264,1.1344169049149633,45.83333333333333
lstm,46.68374269342259,38.840087890625,0.5966216606399348,1.2610247288870262,45.94594594594595
prophet,102.51218502571426,86.40057125528249,-0.339446012566307,2.8404091818712724,65.3061224489796
