Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-21 00:00:00+05:30,2310.8422527675875,2334.2109200503423,2290.173741080801,2298.077880859375,1842885,0.0,0.0
2025-01-22 00:00:00+05:30,2300.0907444235577,2319.1881603751613,2289.928244871017,2300.4833984375,2658047,0.0,0.0
2025-01-23 00:00:00+05:30,2273.0398957567777,2298.8632479151706,2212.9983546557087,2279.618408203125,3408925,0.0,0.0
2025-01-24 00:00:00+05:30,2290.5666487972244,2337.647495987577,2280.895086444603,2325.177734375,1688664,0.0,0.0
2025-01-27 00:00:00+05:30,2322.1336972511494,2366.023448998165,2318.353383718259,2349.47900390625,2477358,0.0,0.0
2025-01-28 00:00:00+05:30,2357.48119559763,2363.3724438998315,2336.321747502455,2345.551513671875,1892156,0.0,0.0
2025-01-29 00:00:00+05:30,2341.9184361178313,2352.5718729143537,2321.151881289454,2340.740234375,699576,0.0,0.0
2025-01-30 00:00:00+05:30,2340.7894200830306,2381.0462851096263,2340.7894200830306,2365.0908203125,1419960,0.0,0.0
2025-01-31 00:00:00+05:30,2357.9722699945264,2434.0675649870627,2357.9722699945264,2424.052490234375,2116148,0.0,0.0
2025-02-01 00:00:00+05:30,2430.139939176491,2554.838028984739,2391.0121355827387,2460.627197265625,2970999,0.0,0.0
2025-02-03 00:00:00+05:30,2459.5962149229367,2474.3243359703793,2372.7003007430244,2397.68896484375,2528480,0.0,0.0
2025-02-04 00:00:00+05:30,2405.5929736608914,2405.5929736608914,2359.297678237658,2393.859619140625,1992474,0.0,0.0
2025-02-05 00:00:00+05:30,2408.538762766955,2408.538762766955,2343.735029239593,2347.711669921875,1357416,0.0,0.0
2025-02-06 00:00:00+05:30,2356.499319499281,2365.2870502684787,2317.518941198998,2329.694091796875,1132113,0.0,0.0
2025-02-07 00:00:00+05:30,2336.8618194174337,2338.7764271667124,2293.757615357239,2321.004638671875,855602,0.0,0.0
2025-02-10 00:00:00+05:30,2327.9268622556306,2354.535765162653,2309.418666146116,2318.648193359375,1326354,0.0,0.0
2025-02-11 00:00:00+05:30,2328.025164964299,2334.849146922713,2254.9246336026426,2273.28564453125,1389260,0.0,0.0
2025-02-12 00:00:00+05:30,2283.5458605845,2297.4884328852386,2263.3193863135825,2290.22265625,1341909,0.0,0.0
2025-02-13 00:00:00+05:30,2287.8665825033304,2303.0856420040236,2271.4201794945166,2279.42236328125,1334967,0.0,0.0
2025-02-14 00:00:00+05:30,2279.9130925334366,2323.1155800749834,2271.4688740822953,2276.329345703125,1135380,0.0,0.0
2025-02-17 00:00:00+05:30,2276.3294308235972,2293.659424337889,2258.311933209394,2287.178955078125,1409168,0.0,0.0
2025-02-18 00:00:00+05:30,2287.17904363718,2296.1633418095184,2246.5295231516766,2254.384521484375,1035705,0.0,0.0
2025-02-19 00:00:00+05:30,2257.084579856575,2263.9085614208143,2207.254436331737,2209.61083984375,1521343,0.0,0.0
2025-02-20 00:00:00+05:30,2209.61072851207,2213.5873689893037,2186.1440190733874,2207.303466796875,2206196,0.0,0.0
2025-02-21 00:00:00+05:30,2207.3036737471143,2212.703985102254,2186.045940674385,2201.01953125,1781509,0.0,0.0
2025-02-24 00:00:00+05:30,2189.5805806766357,2210.1999493735907,2178.5836319813607,2200.822998046875,1627949,0.0,0.0
2025-02-25 00:00:00+05:30,2202.345003448744,2228.4629669638985,2197.3864881550335,2218.349609375,1988040,0.0,0.0
2025-02-27 00:00:00+05:30,2228.5117782094676,2228.5117782094676,2192.6244503210396,2204.259521484375,1699658,0.0,0.0
2025-02-28 00:00:00+05:30,2204.3580562349134,2208.8256344948168,2146.2311163198974,2150.55126953125,3683249,0.0,0.0
2025-03-03 00:00:00+05:30,2159.1424717525438,2159.1424717525438,2119.376546283704,2137.39404296875,1306470,0.0,0.0
2025-03-04 00:00:00+05:30,2140.437783808497,2140.4869254884225,2097.284437084069,2118.24755859375,1800330,0.0,0.0
2025-03-05 00:00:00+05:30,2112.99456534149,2152.171273896323,2111.030815745448,2131.110107421875,1145673,0.0,0.0
2025-03-06 00:00:00+05:30,2135.5776091481193,2189.3843940941274,2124.5315180663188,2178.73095703125,1856868,0.0,0.0
2025-03-07 00:00:00+05:30,2186.340470972133,2186.340470972133,2149.5201676266793,2164.592041015625,1738356,0.0,0.0
2025-03-10 00:00:00+05:30,2167.979510760761,2226.0573080183467,2154.871386582588,2207.009033203125,1242387,0.0,0.0
2025-03-11 00:00:00+05:30,2199.399349846657,2221.44238913751,2171.170451941259,2176.76708984375,1325891,0.0,0.0
2025-03-12 00:00:00+05:30,2177.160105947309,2189.5315841563634,2145.39636141498,2153.153076171875,1526212,0.0,0.0
2025-03-13 00:00:00+05:30,2145.3964226012604,2169.894150742321,2125.2188476629813,2135.38134765625,1845629,0.0,0.0
2025-03-17 00:00:00+05:30,2121.8312918285837,2155.656828338742,2117.412855542962,2131.8955078125,1111886,0.0,0.0
2025-03-18 00:00:00+05:30,2131.8955078125,2131.8955078125,2131.8955078125,2131.8955078125,0,0.0,0.0
2025-03-19 00:00:00+05:30,2166.9975655294597,2172.7416286827006,2153.6931147712576,2160.173583984375,1341405,0.0,0.0
2025-03-20 00:00:00+05:30,2163.9536812276774,2208.1380452959766,2148.783764173998,2201.755859375,1426689,0.0,0.0
2025-03-21 00:00:00+05:30,2204.308858765917,2214.32393347734,2185.45691112403,2205.487060546875,2152415,0.0,0.0
2025-03-24 00:00:00+05:30,2209.4635575040347,2224.9280841258274,2200.3812164721885,2215.3056640625,1454404,0.0,0.0
2025-03-25 00:00:00+05:30,2209.9547487462705,2250.4570850278583,2202.6889709722714,2230.13232421875,2229340,0.0,0.0
2025-03-26 00:00:00+05:30,2230.8193391946506,2238.576053510754,2197.239272084734,2205.241455078125,1416907,0.0,0.0
2025-03-27 00:00:00+05:30,2203.5232921909783,2219.920552767721,2160.124475668381,2203.965087890625,3752627,0.0,0.0
2025-03-28 00:00:00+05:30,2206.2724040098356,2254.3842632873084,2199.6938916027498,2217.90771484375,2280152,0.0,0.0
2025-04-01 00:00:00+05:30,2218.0551389367038,2243.240131281449,2179.7620223282347,2193.361083984375,2495962,0.0,0.0
2025-04-02 00:00:00+05:30,2203.0323238244255,2203.0323238244255,2150.3548394880845,2197.33740234375,1351493,0.0,0.0
2025-04-03 00:00:00+05:30,2185.1130403837997,2212.0654534146915,2180.3510918370066,2203.866943359375,1310088,0.0,0.0
2025-04-04 00:00:00+05:30,2189.580618287982,2225.959124485599,2181.7256205542135,2203.866943359375,1120226,0.0,0.0
2025-04-07 00:00:00+05:30,2111.0306546602815,2220.6079696442002,2111.0306546602815,2208.62890625,3435185,0.0,0.0
2025-04-08 00:00:00+05:30,2227.186607277835,2264.399565484465,2211.525752509045,2247.7568359375,2774874,0.0,0.0
2025-04-09 00:00:00+05:30,2252.3713933540657,2311.480201648499,2248.0020989340924,2307.405517578125,2989089,0.0,0.0
2025-04-11 00:00:00+05:30,2351.1972219367067,2351.442690608515,2301.8580189031986,2323.2626953125,3836083,0.0,0.0
2025-04-15 00:00:00+05:30,2356.4994442091893,2356.4994442091893,2302.692658956642,2318.697265625,3042779,0.0,0.0
2025-04-16 00:00:00+05:30,2308.3874922964587,2332.934360568433,2308.3874922964587,2323.704833984375,1131979,0.0,0.0
2025-04-17 00:00:00+05:30,2314.377173785059,2336.7637273251385,2300.6309266633484,2331.95263671875,1962402,0.0,0.0
2025-04-21 00:00:00+05:30,2325.177604656988,2329.3994741521456,2306.2273747455256,2308.387451171875,1478430,0.0,0.0
2025-04-22 00:00:00+05:30,2327.0433844016457,2362.390878848253,2312.4135450863487,2355.22314453125,2352346,0.0,0.0
2025-04-23 00:00:00+05:30,2366.3182440167266,2393.810738138083,2350.0190266157124,2379.8681640625,2226066,0.0,0.0
2025-04-24 00:00:00+05:30,2379.867979637484,2442.3150676159876,2275.1019956011355,2283.1533203125,7065430,0.0,0.0
2025-04-25 00:00:00+05:30,2289.633612290894,2299.4523596993467,2252.8133095091957,2289.92822265625,2859858,0.0,0.0
2025-04-28 00:00:00+05:30,2302.496349368105,2306.4238484715047,2273.0401060926065,2276.574951171875,1555660,0.0,0.0
2025-04-29 00:00:00+05:30,2285.8042666616752,2290.22270274414,2270.6834923989963,2279.618408203125,1896387,0.0,0.0
2025-04-30 00:00:00+05:30,2277.949398128391,2309.8603271969996,2274.0218991661004,2299.64892578125,2083807,0.0,0.0
2025-05-02 00:00:00+05:30,2291.794010197549,2302.496349368105,2268.130732213357,2276.574951171875,1424284,0.0,0.0
2025-05-05 00:00:00+05:30,2281.9750758183536,2312.2166246689503,2277.0657023405943,2306.031005859375,2074103,0.0,0.0
2025-05-06 00:00:00+05:30,2297.7830679976596,2346.778758141565,2297.7830679976596,2338.629150390625,1888125,0.0,0.0
2025-05-07 00:00:00+05:30,2326.061434813229,2343.636898100996,2312.609797801949,2327.828857421875,1610400,0.0,0.0
2025-05-08 00:00:00+05:30,2318.8935932451186,2328.9086679425363,2298.5688334765755,2312.216796875,2323073,0.0,0.0
2025-05-09 00:00:00+05:30,2287.768137663965,2300.2378988832365,2260.57025538677,2290.615478515625,1805685,0.0,0.0
2025-05-12 00:00:00+05:30,2317.2244679630116,2343.7350868761478,2303.5765044828277,2339.316650390625,1274873,0.0,0.0
2025-05-13 00:00:00+05:30,2332.541706924671,2354.5356050135724,2310.1549151140503,2317.224365234375,1929665,0.0,0.0
2025-05-14 00:00:00+05:30,2327.0430410418,2327.0430410418,2296.1139879646616,2307.896484375,1568111,0.0,0.0
2025-05-15 00:00:00+05:30,2308.976625401022,2326.9447405218516,2297.586783068839,2312.51123046875,3236681,0.0,0.0
2025-05-16 00:00:00+05:30,2317.224305310505,2343.734922362786,2306.4236835484644,2338.236328125,1473000,0.0,0.0
2025-05-19 00:00:00+05:30,2331.95255175475,2361.408794513757,2331.95255175475,2339.512939453125,936655,0.0,0.0
2025-05-20 00:00:00+05:30,2351.19753918304,2351.19753918304,2296.1142659106454,2298.667236328125,1617408,0.0,0.0
2025-05-21 00:00:00+05:30,2303.478005860862,2332.6396359970754,2302.496131178057,2321.053466796875,1570754,0.0,0.0
2025-05-22 00:00:00+05:30,2312.3151721769136,2320.268454005645,2271.174713619723,2288.45556640625,2423653,0.0,0.0
2025-05-23 00:00:00+05:30,2294.5428671730415,2321.642704503221,2287.3753737084476,2316.438720703125,844118,0.0,0.0
2025-05-26 00:00:00+05:30,2325.07927344993,2353.8482499032,2321.250058032729,2350.706298828125,892618,0.0,0.0
2025-05-27 00:00:00+05:30,2350.706553150472,2365.8273291751543,2317.5191369873537,2337.058349609375,1865258,0.0,0.0
2025-05-28 00:00:00+05:30,2344.7169767245714,2344.7169767245714,2309.3694846131457,2319.188232421875,897517,0.0,0.0
2025-05-29 00:00:00+05:30,2326.0613384377953,2332.9344618523432,2312.8060289954524,2323.802978515625,1111275,0.0,0.0
2025-05-30 00:00:00+05:30,2317.2244591411445,2331.854297340192,2301.0235254225727,2305.736572265625,3288892,0.0,0.0
2025-06-02 00:00:00+05:30,2305.343634416857,2340.789408851528,2301.121764755519,2328.6142578125,1178205,0.0,0.0
2025-06-03 00:00:00+05:30,2322.2321074614806,2336.3710082209473,2300.139925202615,2309.6640625,1643913,0.0,0.0
2025-06-04 00:00:00+05:30,2316.733448566607,2324.686729845221,2299.6489239802295,2321.642822265625,3287896,0.0,0.0
2025-06-05 00:00:00+05:30,2321.642934355921,2336.861993557662,2306.3255917892498,2333.3271484375,1787978,0.0,0.0
2025-06-06 00:00:00+05:30,2330.2834412831876,2353.0628880206928,2327.1414899600004,2346.484375,997488,0.0,0.0
2025-06-09 00:00:00+05:30,2350.608057477307,2355.517431030935,2335.1926724620143,2349.822509765625,1293622,0.0,0.0
2025-06-10 00:00:00+05:30,2350.0189544422137,2356.695750752591,2335.2908330438154,2351.786376953125,1778782,0.0,0.0
2025-06-11 00:00:00+05:30,2351.7864423801357,2359.346830298541,2328.319730852048,2333.3271484375,1977707,0.0,0.0
2025-06-12 00:00:00+05:30,2343.6367531475557,2344.7169112625684,2281.9752104026784,2290.419189453125,3339584,0.0,0.0
2025-06-13 00:00:00+05:30,2263.221282893185,2282.760494395082,2260.2756586638234,2276.967529296875,1740682,0.0,0.0
2025-06-16 00:00:00+05:30,2277.94931097458,2294.248526930686,2271.1744714100378,2285.215087890625,1105297,0.0,0.0
2025-06-17 00:00:00+05:30,2277.949336261707,2290.8119909000766,2271.1744966219585,2286.3935546875,1119284,0.0,0.0
2025-06-18 00:00:00+05:30,2285.5097848886408,2289.1426734843863,2244.0747187940665,2255.660888671875,2056563,0.0,0.0
2025-06-19 00:00:00+05:30,2258.410148058999,2265.9705354890243,2248.7877278228257,2252.616943359375,1214549,0.0,0.0
2025-06-20 00:00:00+05:30,2253.402708180384,2271.0764549112105,2250.849737766385,2264.399658203125,2685864,0.0,0.0
2025-06-23 00:00:00+05:30,2265.590049100476,2268.169866753373,2241.082750343553,2257.35498046875,842856,24.0,0.0
2025-06-24 00:00:00+05:30,2277.099825042089,2283.053027199062,2242.6705210148793,2245.44873046875,2440747,0.0,0.0
2025-06-25 00:00:00+05:30,2261.2244663474958,2272.6347697099336,2253.683647230803,2260.9267578125,1047270,0.0,0.0
2025-06-26 00:00:00+05:30,2271.0471751540676,2273.130892683563,2253.8823037125367,2263.010498046875,1874722,0.0,0.0
2025-06-27 00:00:00+05:30,2263.0104562105053,2292.4787561982344,2261.5221557844948,2288.90673828125,1050745,0.0,0.0
2025-06-30 00:00:00+05:30,2291.8833514974594,2298.928070446473,2270.1542620550413,2276.702880859375,1403754,0.0,0.0
2025-07-01 00:00:00+05:30,2282.060604307341,2284.6404218850275,2268.7652176811503,2277.595703125,759914,0.0,0.0
2025-07-02 00:00:00+05:30,2277.099747912196,2290.9905524746237,2269.7575623951902,2289.10546875,1128034,0.0,0.0
2025-07-03 00:00:00+05:30,2291.9828168641297,2308.750905945756,2286.029614742405,2295.356201171875,1060039,0.0,0.0
2025-07-04 00:00:00+05:30,2299.920284481797,2323.1376744970185,2292.2803906553454,2321.05419921875,1242346,0.0,0.0
2025-07-07 00:00:00+05:30,2322.7410024796927,2396.858319639088,2322.7410024796927,2391.599609375,2701583,0.0,0.0
2025-07-08 00:00:00+05:30,2386.6384929568344,2399.6364137173014,2367.3899041263103,2374.03759765625,1471046,0.0,0.0
2025-07-09 00:00:00+05:30,2380.2884570863953,2420.670959786851,2378.4033734605428,2404.498046875,1741690,0.0,0.0
2025-07-10 00:00:00+05:30,2404.4982396768783,2415.0156603181044,2378.8996643467794,2389.615234375,1053695,0.0,0.0
2025-07-11 00:00:00+05:30,2480.50077507572,2510.2667843766285,2441.8049629845386,2499.947998046875,7242235,0.0,0.0
2025-07-14 00:00:00+05:30,2480.5008132523167,2512.7473238245966,2470.5788099993074,2496.971435546875,2427712,0.0,0.0
2025-07-15 00:00:00+05:30,2501.0393243676117,2510.167518959921,2490.422829279717,2507.19091796875,1700294,0.0,0.0
2025-07-16 00:00:00+05:30,2506.5957173853917,2513.144094156912,2487.9423029182253,2497.963623046875,1284379,0.0,0.0
2025-07-17 00:00:00+05:30,2493.3993577519996,2505.702544596446,2486.652347254296,2490.224365234375,807474,0.0,0.0
2025-07-18 00:00:00+05:30,2495.2843577635995,2495.2843577635995,2462.144965698126,2470.181884765625,771112,0.0,0.0
2025-07-21 00:00:00+05:30,2471.471769802211,2474.150904552474,2436.2486571651175,2445.674560546875,1169960,0.0,0.0
2025-07-22 00:00:00+05:30,2450.734836023488,2465.6178411005535,2433.470647028656,2460.359130859375,861632,0.0,0.0
2025-07-23 00:00:00+05:30,2461.6490247227266,2467.6022267172193,2422.953211758524,2431.28759765625,1320795,0.0,0.0
2025-07-24 00:00:00+05:30,2436.744568380519,2446.7658880933027,2402.1168755368553,2418.785888671875,693984,0.0,0.0
2025-07-25 00:00:00+05:30,2407.1772840475533,2409.657784838074,2386.638543712917,2396.560546875,769388,0.0,0.0
2025-07-28 00:00:00+05:30,2396.5605543297306,2429.204090176368,2393.4848786817606,2422.556396484375,987995,0.0,0.0
2025-07-29 00:00:00+05:30,2425.7314790440246,2438.3323751192297,2410.7491567723273,2434.462890625,732282,0.0,0.0
2025-07-30 00:00:00+05:30,2422.9531342933756,2433.768020676373,2379.7924212132107,2418.388916015625,1224146,0.0,0.0
2025-07-31 00:00:00+05:30,2401.224093298107,2529.1186177565537,2401.224093298107,2501.535400390625,5505507,0.0,0.0
2025-08-01 00:00:00+05:30,2530.110889578397,2706.2264515000306,2517.112968113841,2533.781982421875,4259653,0.0,0.0
2025-08-04 00:00:00+05:30,2527.1341727297113,2563.0517752650835,2515.327086013953,2523.85986328125,1293028,0.0,0.0
2025-08-05 00:00:00+05:30,2517.7083852053106,2533.0874906124764,2497.6659866058358,2514.93017578125,756361,0.0,0.0
2025-08-06 00:00:00+05:30,2518.898917854651,2543.1087511382634,2506.893439258159,2515.8232421875,885487,0.0,0.0
2025-08-07 00:00:00+05:30,2515.922254843745,2524.1575657894737,2475.539751039598,2497.8642578125,847151,0.0,0.0
2025-08-08 00:00:00+05:30,2496.3760050794067,2510.16749263262,2467.2054125664436,2479.11181640625,839794,0.0,0.0
2025-08-11 00:00:00+05:30,2470.678006035155,2504.8095986608714,2459.168385930271,2498.757080078125,992436,0.0,0.0
2025-08-12 00:00:00+05:30,2498.3604491802103,2516.815472347512,2460.7561532932295,2464.42724609375,1406211,0.0,0.0
2025-08-13 00:00:00+05:30,2465.6178398482184,2481.9891454246754,2454.108219033236,2475.63916015625,969803,0.0,0.0
2025-08-14 00:00:00+05:30,2479.4092692334916,2489.430589305409,2453.909769595819,2461.252197265625,1104362,0.0,0.0
2025-08-18 00:00:00+05:30,2519.1966970429903,2576.744317534717,2501.6347992367637,2548.06982421875,3089136,0.0,0.0
2025-08-19 00:00:00+05:30,2552.13757165593,2594.603793083701,2538.445159023351,2584.4833984375,1400717,0.0,0.0
2025-08-20 00:00:00+05:30,2578.7287287523454,2659.096957697686,2568.3106250001715,2648.9765625,3156954,0.0,0.0
2025-08-21 00:00:00+05:30,2646.2975584682295,2646.2975584682295,2606.807937462502,2627.346435546875,2235686,0.0,0.0
2025-08-22 00:00:00+05:30,2626.3541730605166,2637.76447641911,2598.5725648830726,2609.387451171875,1223445,0.0,0.0
2025-08-25 00:00:00+05:30,2622.385449660888,2622.385449660888,2594.8022322765755,2611.074462890625,667598,0.0,0.0
2025-08-26 00:00:00+05:30,2604.1290122069813,2683.901819675416,2604.1290122069813,2671.5986328125,4348648,0.0,0.0
2025-08-28 00:00:00+05:30,2726.5665836002318,2726.5665836002318,2626.1559558246827,2633.696533203125,3198743,0.0,0.0
2025-08-29 00:00:00+05:30,2644.0154449288766,2701.7614547505946,2620.797812241766,2639.054443359375,1972773,0.0,0.0
2025-09-01 00:00:00+05:30,2639.054428419475,2652.4491325813005,2618.714322099665,2628.834716796875,1096729,0.0,0.0
2025-09-02 00:00:00+05:30,2628.338751273143,2671.400149963799,2624.469266767194,2656.120361328125,1525106,0.0,0.0
2025-09-03 00:00:00+05:30,2660.0889285014373,2665.9428132100716,2637.5660307805015,2643.916015625,1010692,0.0,0.0
2025-09-04 00:00:00+05:30,2728.5509248247226,2728.5509248247226,2634.787993044382,2645.801513671875,2494678,0.0,0.0
2025-09-05 00:00:00+05:30,2646.793550617698,2652.0520182863465,2603.335130123233,2612.860107421875,944879,0.0,0.0
2025-09-08 00:00:00+05:30,2609.486845026385,2623.9730666119685,2598.3742498750744,2603.434326171875,903410,0.0,0.0
2025-09-09 00:00:00+05:30,2616.4323088236597,2625.560503547093,2590.9328084136164,2621.393310546875,1610956,0.0,0.0
2025-09-10 00:00:00+05:30,2621.393291290843,2632.2081780734443,2598.5726835316877,2622.881591796875,1031486,0.0,0.0
2025-09-11 00:00:00+05:30,2623.1793324727764,2636.9708204363524,2593.6117136101975,2601.54931640625,1212707,0.0,0.0
2025-09-12 00:00:00+05:30,2604.5257148528326,2608.395199020342,2548.9624996026387,2560.372802734375,1368380,0.0,0.0
2025-09-15 00:00:00+05:30,2560.37279634945,2573.1720829359647,2548.3670761897,2560.868896484375,752745,0.0,0.0
2025-09-16 00:00:00+05:30,2568.01288636171,2569.7988954313,2552.534706310226,2560.769775390625,1040928,0.0,0.0
2025-09-17 00:00:00+05:30,2566.8220955202946,2570.8902135171456,2546.4819900088273,2549.656982421875,970247,0.0,0.0
2025-09-18 00:00:00+05:30,2550.847649216938,2589.5434608386845,2550.847649216938,2566.623779296875,1550153,0.0,0.0
2025-09-19 00:00:00+05:30,2579.7207815780857,2584.384074543658,2534.8733764379313,2539.635986328125,2214708,0.0,0.0
2025-09-22 00:00:00+05:30,2548.962702635441,2567.0207005828506,2540.231291096219,2552.1376953125,1174161,0.0,0.0
2025-09-23 00:00:00+05:30,2548.8632941880032,2555.2135215505277,2498.558786627699,2502.527587890625,1430474,0.0,0.0
2025-09-24 00:00:00+05:30,2502.5276285865116,2555.9080548882134,2490.4228329850216,2529.61474609375,1882881,0.0,0.0
2025-09-25 00:00:00+05:30,2526.142091514596,2547.474399043097,2512.0528949895665,2518.502197265625,1624258,0.0,0.0
2025-09-26 00:00:00+05:30,2515.2277385461766,2525.54652468155,2479.905311279923,2492.208740234375,885612,0.0,0.0
2025-09-29 00:00:00+05:30,2475.5397082588324,2497.7648977229896,2423.945293497526,2478.4169921875,2403556,0.0,0.0
2025-09-30 00:00:00+05:30,2478.4170251763394,2506.5956589551924,2472.1663570938695,2494.788330078125,1678088,0.0,0.0
2025-10-01 00:00:00+05:30,2495.780641485965,2530.110870187784,2478.4171355140884,2516.41845703125,1483899,0.0,0.0
2025-10-03 00:00:00+05:30,2516.4184426371576,2528.721872140129,2488.7361501691885,2525.050537109375,1242611,0.0,0.0
2025-10-06 00:00:00+05:30,2515.4262344267695,2529.714064556161,2500.5432294397424,2521.974853515625,818923,0.0,0.0
2025-10-07 00:00:00+05:30,2520.188866616989,2539.4374563414676,2488.736164248618,2497.566650390625,1291750,0.0,0.0
2025-10-08 00:00:00+05:30,2491.414984165673,2505.305788537764,2466.7092932841597,2480.60009765625,1225128,0.0,0.0
2025-10-09 00:00:00+05:30,2481.493000836882,2503.3214078814285,2478.814108419605,2497.963623046875,1259173,0.0,0.0
2025-10-10 00:00:00+05:30,2490.422803810714,2515.12849489021,2486.9501026898624,2509.17529296875,1018875,0.0,0.0
2025-10-13 00:00:00+05:30,2499.5509243788547,2511.854353327809,2466.0145060992772,2473.35693359375,1114750,0.0,0.0
2025-10-14 00:00:00+05:30,2473.555447376003,2489.6290444351353,2462.9389521863327,2482.782958984375,1461017,0.0,0.0
2025-10-15 00:00:00+05:30,2483.0805511453786,2512.0527512652384,2483.0805511453786,2499.3525390625,881070,0.0,0.0
2025-10-16 00:00:00+05:30,2498.1618926654496,2548.466397996017,2487.545398204978,2541.52099609375,1446646,0.0,0.0
2025-10-17 00:00:00+05:30,2545.4898430859407,2594.603757423401,2540.0327414928897,2583.391845703125,2050690,0.0,0.0
2025-10-20 00:00:00+05:30,2588.6505276068815,2604.228023538072,2565.4331379755677,2574.164306640625,1011485,0.0,0.0
2025-10-21 00:00:00+05:30,2573.7677049527942,2586.3686009360827,2564.9372187424715,2571.485595703125,82020,0.0,0.0
2025-10-23 00:00:00+05:30,2580.7129325458322,2646.396542743126,2575.8512480603545,2581.308349609375,3386744,0.0,0.0
2025-10-24 00:00:00+05:30,2563.845541367595,2563.845541367595,2455.1996099512826,2496.772705078125,3110800,0.0,0.0
2025-10-27 00:00:00+05:30,2496.7727162326983,2505.3057356327795,2486.453930097325,2492.208740234375,2127832,0.0,0.0
2025-10-28 00:00:00+05:30,2499.3526254379835,2506.298027731777,2462.541896386315,2477.62353515625,2294976,0.0,0.0
2025-10-29 00:00:00+05:30,2493.002510276694,2493.994710552656,2464.6254854896224,2468.693603515625,1870143,0.0,0.0
2025-10-30 00:00:00+05:30,2471.5708795685664,2477.5240812054235,2435.752352825584,2450.337890625,1195631,0.0,0.0
