Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA_5,MA_10,MA_20,MA_50,MA_200,EMA_12,EMA_26,MACD,MACD_signal,MACD_histogram,RSI,BB_middle,BB_upper,BB_lower,BB_width,BB_position,Stoch_K,Stoch_D,Williams_R,Volume_MA,Volume_ratio,Volume_rate_of_change,High_Low_Pct,Price_Change,Price_Range,Open_Close_ratio,High_Close_ratio,Low_Close_ratio,Volatility,Volatility_MA,Momentum,ROC,True_Range,ATR,Close_lag_1,Volume_lag_1,High_lag_1,Low_lag_1,Close_lag_2,Volume_lag_2,High_lag_2,Low_lag_2,Close_lag_3,Volume_lag_3,High_lag_3,Low_lag_3,Close_lag_5,Volume_lag_5,High_lag_5,Low_lag_5,Close_lag_10,Volume_lag_10,High_lag_10,Low_lag_10,Target
2024-08-21 00:00:00+05:30,4441.603572482973,4482.893379929694,4416.583723341674,4474.537109375,1896990.0,0.0,0.0,4448.798059863281,4427.2505859375,4435.192057315341,4382.880677124399,4197.178966624599,4425.553513814142,4423.192859845052,-4.473979769271864,-4.473979769271864,0.0,0.0,4435.192057315341,4487.280932979673,4383.540117409576,103.30387981153073,0.5,50.0,50.0,-50.0,1896990.0,1.0,0.0,0.014819333255520076,0.0,66.3096565880196,0.9926397890805229,1.0018675162034494,0.9870481829479294,0.0018415859103469434,0.0016793431683872358,-71.0283203125,0.0,66.3096565880196,69.49757423850431,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4425.8740234375
2024-08-22 00:00:00+05:30,4482.893280069969,4483.827408179873,4421.1553804157365,4425.8740234375,1829872.0,0.0,0.0,4448.798059863281,4427.2505859375,4435.192057315341,4382.880677124399,4197.178966624599,4425.553513814142,4423.192859845052,-4.473979769271864,-4.473979769271864,0.0,0.0,4435.192057315341,4487.280932979673,4383.540117409576,103.30387981153073,0.5,50.0,50.0,-50.0,1863431.0,0.9819907471755058,0.0,0.014160373167481135,-0.01087555757120473,62.672027764136146,1.0128831630386494,1.013094223747779,0.9989338505802977,0.007690180507783564,0.003845090253891782,-71.0283203125,0.0,62.672027764136146,69.49757423850431,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4388.41845703125
2024-08-23 00:00:00+05:30,4423.908127122674,4429.806671292171,4379.669045851447,4388.41845703125,1809253.0,0.0,0.0,4429.60986328125,4427.2505859375,4435.192057315341,4382.880677124399,4197.178966624599,4425.553513814142,4423.192859845052,-4.473979769271864,-4.473979769271864,0.0,0.0,4435.192057315341,4487.280932979673,4383.540117409576,103.30387981153073,0.5,50.0,50.0,-50.0,1845371.6666666667,0.9804274297047658,0.0,0.011424987368830382,-0.008462863201234794,50.13762544072415,1.008087120779141,1.00943123694018,0.9980062495713496,0.005711376077185591,0.004467185528323051,-71.0283203125,0.0,50.13762544072415,69.49757423850431,4425.8740234375,1829872.0,4483.827408179873,4421.1553804157365,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4426.31689453125
2024-08-26 00:00:00+05:30,4413.094132665178,4475.1762140890105,4409.161769882674,4426.31689453125,1844164.0,0.0,0.0,4428.78662109375,4427.2505859375,4435.192057315341,4382.880677124399,4197.178966624599,4425.553513814142,4423.192859845052,-4.473979769271864,-4.473979769271864,0.0,0.0,4435.192057315341,4487.280932979673,4383.540117409576,103.30387981153073,0.5,50.0,50.0,-50.0,1845069.75,0.9995090971493084,0.0,0.014914079985528803,0.00863601269365688,66.01444420633652,0.9970126942600046,1.0110383690824591,0.9961242890969304,0.008866474997073853,0.005567007895510752,-71.0283203125,0.0,86.7577570577605,69.49757423850431,4388.41845703125,1809253.0,4429.806671292171,4379.669045851447,4425.8740234375,1829872.0,4483.827408179873,4421.1553804157365,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4421.1064453125
2024-08-27 00:00:00+05:30,4428.823803661238,4433.739257383393,4410.931360102684,4421.1064453125,930697.0,0.0,0.0,4427.2505859375,4427.2505859375,4435.192057315341,4382.880677124399,4197.178966624599,4425.553513814142,4423.192859845052,-4.473979769271864,-4.473979769271864,0.0,0.0,4435.192057315341,4487.280932979673,4383.540117409576,103.30387981153073,0.5,50.0,50.0,-50.0,1675724.4629833333,0.5599203992407149,0.0,0.005158866352311206,-0.0011771523239078041,22.807897280708858,1.001745571712466,1.0028573869973856,0.9976985206450742,0.0077077788274874095,0.0059951620819060835,-71.0283203125,0.0,22.807897280708858,69.49757423850431,4426.31689453125,1844164.0,4475.1762140890105,4409.161769882674,4388.41845703125,1809253.0,4429.806671292171,4379.669045851447,4425.8740234375,1829872.0,4483.827408179873,4421.1553804157365,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4429.85595703125
2024-08-28 00:00:00+05:30,4422.679586444656,4485.351622818282,4381.930282157301,4429.85595703125,1848058.0,0.0,0.0,4418.31435546875,4427.684814453125,4435.192057315341,4382.880677124399,4197.178966624599,4425.553513814142,4423.192859845052,-4.473979769271864,-4.473979769271864,0.0,0.0,4435.192057315341,4487.280932979673,4383.540117409576,103.30387981153073,0.5,50.0,50.0,-50.0,1693172.3333333333,1.091476610866742,0.0,0.023346434210084414,0.0019790321330142024,103.4213406609806,0.9983799991114376,1.0125276456673376,0.989181211457253,0.00711960720451833,0.006182569602341458,-71.0283203125,0.0,103.4213406609806,69.49757423850431,4421.1064453125,930697.0,4433.739257383393,4410.931360102684,4426.31689453125,1844164.0,4475.1762140890105,4409.161769882674,4388.41845703125,1809253.0,4429.806671292171,4379.669045851447,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4435.5087890625
2024-08-29 00:00:00+05:30,4384.584878669929,4478.961593547129,4384.584878669929,4435.5087890625,2133641.0,0.0,0.0,4420.24130859375,4428.802525111607,4435.192057315341,4382.880677124399,4197.178966624599,4427.774998654963,4423.192859845052,-4.473979769271864,-4.473979769271864,0.0,36.413579281600796,4435.192057315341,4487.280932979673,4383.540117409576,103.30387981153073,0.5,52.83722711320409,50.94574237106803,-47.16277288679591,1756096.4285714286,1.2149907973650975,0.0,0.021277539819089853,0.0012760758106089565,94.37671487720036,0.9885190374285484,1.0097965772476383,0.9885190374285484,0.00659271395374752,0.006241161652542323,-71.0283203125,0.0,94.37671487720036,69.49757423850431,4429.85595703125,1848058.0,4485.351622818282,4381.930282157301,4421.1064453125,930697.0,4433.739257383393,4410.931360102684,4426.31689453125,1844164.0,4475.1762140890105,4409.161769882674,4425.8740234375,1829872.0,4483.827408179873,4421.1553804157365,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4468.708719482423
2024-08-30 00:00:00+05:30,4423.9079012832835,4512.773121902583,4411.91400340769,4475.782969970704,3637222.0,0.0,0.0,4437.907421875,4434.795837402344,4435.192057315341,4382.880677124399,4197.178966624599,4437.995122785236,4423.192859845052,-4.473979769271864,-4.473979769271864,0.0,50.59823461361703,4435.192057315341,4487.280932979673,4383.540117409576,103.30387981153073,0.5,71.94895169722754,58.26205960347721,-28.05104830277246,1991237.125,1.8266141959361069,0.0,0.022937182610485943,0.00929774606166811,102.68400985190056,0.9881965413121055,1.0084545704090035,0.9855173877985177,0.007149431174544717,0.006354695342792623,-71.0283203125,0.0,102.68400985190056,73.64587869017885,4435.5087890625,2133641.0,4478.961593547129,4384.584878669929,4429.85595703125,1848058.0,4485.351622818282,4381.930282157301,4421.1064453125,930697.0,4433.739257383393,4410.931360102684,4388.41845703125,1809253.0,4429.806671292171,4379.669045851447,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4444.6015625
2024-09-02 00:00:00+05:30,4491.752809916042,4510.419670141083,4432.699589287956,4444.6015625,1216500.0,0.0,0.0,4441.56435546875,4435.885362413194,4435.192057315341,4382.880677124399,4197.178966624599,4439.035212094126,4423.192859845052,-4.473979769271864,-4.473979769271864,0.0,43.102967249556755,4435.192057315341,4487.280932979673,4383.540117409576,103.30387981153073,0.5,48.12348148499518,57.63655343180894,-51.87651851500482,1905155.2222222222,0.6385306487421235,0.0,0.01681025498131034,-0.0071809835148666235,74.71488555595533,1.0121542999273148,1.0148085507138376,0.9979982957325272,0.007112648890761787,0.0064389124036780855,-71.0283203125,0.0,74.71488555595533,73.76465723082067,4475.782969970704,3637222.0,4512.773121902583,4411.91400340769,4435.5087890625,2133641.0,4478.961593547129,4384.584878669929,4429.85595703125,1848058.0,4485.351622818282,4381.930282157301,4426.31689453125,1844164.0,4475.1762140890105,4409.161769882674,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4436.04931640625
2024-09-03 00:00:00+05:30,4444.601917289093,4478.862723418696,4419.877282744973,4436.04931640625,1717263.0,0.0,0.0,4444.5529296875,4435.894646373633,4435.192057315341,4382.880677124399,4197.178966624599,4438.685708258977,4423.192859845052,-4.473979769271864,-4.473979769271864,0.0,41.46876292029518,4435.192057315341,4487.280932979673,4383.540117409576,103.30387981153073,0.5014359766702124,41.78514935511199,53.95252751244491,-58.21485064488801,1886366.0,0.9103551484706573,0.0,0.01329684060444771,-0.0019241873480644323,58.98544067372313,1.0019279769616654,1.009651246854742,0.9963544062502943,0.006716617817433496,0.006466682945053627,-71.0283203125,0.0,58.98544067372313,72.28673557511092,4444.6015625,1216500.0,4510.419670141083,4432.699589287956,4475.782969970704,3637222.0,4512.773121902583,4411.91400340769,4435.5087890625,2133641.0,4478.961593547129,4384.584878669929,4421.1064453125,930697.0,4433.739257383393,4410.931360102684,4474.537109375,1896990.0,4482.893379929694,4416.583723341674,4403.5087890625
