Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA_5,MA_10,MA_20,MA_50,EMA_12,EMA_26,MACD,MACD_signal,MACD_histogram,RSI,BB_middle,BB_upper,BB_lower,BB_width,BB_position,Stoch_K,Stoch_D,Williams_R,Volume_MA,Volume_ratio,Volume_rate_of_change,High_Low_Pct,Price_Change,Price_Range,Open_Close_ratio,High_Close_ratio,Low_Close_ratio,Volatility,Volatility_MA,Momentum,ROC,True_Range,ATR,Close_lag_1,Volume_lag_1,High_lag_1,Low_lag_1,Close_lag_2,Volume_lag_2,High_lag_2,Low_lag_2,Close_lag_3,Volume_lag_3,High_lag_3,Low_lag_3,Close_lag_5,Volume_lag_5,High_lag_5,Low_lag_5,Target
2024-08-19 00:00:00+05:30,1476.6025720306277,1492.3397678065596,1474.6105280885965,1482.4791259765625,13797742.0,5.0,0.0,1486.2390747070312,1490.2729736328124,1496.3263305664063,1482.5329150390626,1494.8381385245257,1500.4919898844132,1.9786496840474683,1.9786496840474683,0.0,0.0,1496.3263305664063,1515.0554339008054,1477.5972272320073,37.58880450713653,0.5,50.0,50.0,-50.0,13797742.0,1.0,0.0,0.011959183375539398,0.0,17.729239717963083,0.9960359954869087,1.0066514540793292,0.9946922707037897,0.0009432844779447445,0.0007832695651965726,27.7392578125,0.0,17.729239717963083,16.69050261491998,1482.4791259765625,13797742.0,1492.3397678065596,1474.6105280885965,1482.4791259765625,13797742.0,1492.3397678065596,1474.6105280885965,1482.4791259765625,13797742.0,1492.3397678065596,1474.6105280885965,1482.4791259765625,13797742.0,1492.3397678065596,1474.6105280885965,1489.9990234375
2024-08-20 00:00:00+05:30,1491.268975771349,1497.9423959482733,1484.0976661921165,1489.9990234375,8411808.0,0.0,0.0,1486.2390747070312,1490.2729736328124,1496.3263305664063,1482.5329150390626,1494.8381385245257,1500.4919898844132,1.9786496840474683,1.9786496840474683,0.0,0.0,1496.3263305664063,1515.0554339008054,1477.5972272320073,37.58880450713653,0.5,50.0,50.0,-50.0,11104775.0,0.7574946813420353,0.0,0.00929177102694759,0.005072514903698089,13.844729756156767,1.0008523175612016,1.005331125984531,0.9960393549575833,0.0035868096860747455,0.0017934048430373727,27.7392578125,0.0,15.463269971710815,16.69050261491998,1482.4791259765625,13797742.0,1492.3397678065596,1474.6105280885965,1482.4791259765625,13797742.0,1492.3397678065596,1474.6105280885965,1482.4791259765625,13797742.0,1492.3397678065596,1474.6105280885965,1482.4791259765625,13797742.0,1492.3397678065596,1474.6105280885965,1492.7132568359375
2024-08-21 00:00:00+05:30,1487.30978907883,1501.8766102174725,1484.072717714687,1492.7132568359375,7769996.0,0.0,0.0,1488.3971354166667,1490.2729736328124,1496.3263305664063,1482.5329150390626,1494.8381385245257,1500.4919898844132,1.9786496840474683,1.9786496840474683,0.0,0.0,1496.3263305664063,1515.0554339008054,1477.5972272320073,37.58880450713653,0.5,50.0,50.0,-50.0,9993182.0,0.7775297197629344,0.0,0.011927201973488073,0.0018216343472330365,17.803892502785402,0.9963801033236878,1.006138723120178,0.99421152114669,0.002569597359369132,0.0020521356818146257,27.7392578125,0.0,17.803892502785402,16.69050261491998,1489.9990234375,8411808.0,1497.9423959482733,1484.0976661921165,1482.4791259765625,13797742.0,1492.3397678065596,1474.6105280885965,1482.4791259765625,13797742.0,1492.3397678065596,1474.6105280885965,1482.4791259765625,13797742.0,1492.3397678065596,1474.6105280885965,1492.1654052734375
2024-08-22 00:00:00+05:30,1497.0210123494212,1500.5070892244864,1484.720165407205,1492.1654052734375,10445782.0,0.0,0.0,1489.3392028808594,1490.2729736328124,1496.3263305664063,1482.5329150390626,1494.8381385245257,1500.4919898844132,1.9786496840474683,1.9786496840474683,0.0,0.0,1496.3263305664063,1515.0554339008054,1477.5972272320073,37.58880450713653,0.5,50.0,50.0,-50.0,10106332.0,1.0335878536347312,0.0,0.0105798752346684,-0.0003670172821144124,15.786923817281377,1.0032540675844805,1.005590321234877,0.9950104460002086,0.002485464268772988,0.0021604678285542162,27.7392578125,0.0,15.786923817281377,16.69050261491998,1492.7132568359375,7769996.0,1501.8766102174725,1484.072717714687,1489.9990234375,8411808.0,1497.9423959482733,1484.0976661921165,1482.4791259765625,13797742.0,1492.3397678065596,1474.6105280885965,1482.4791259765625,13797742.0,1492.3397678065596,1474.6105280885965,1494.008056640625
2024-08-23 00:00:00+05:30,1497.768063961028,1505.3128818837536,1492.4642955105633,1494.008056640625,9249654.0,0.0,0.0,1490.2729736328124,1490.2729736328124,1496.3263305664063,1482.5329150390626,1494.8381385245257,1500.4919898844132,1.9786496840474683,1.9786496840474683,0.0,0.0,1496.3263305664063,1515.0554339008054,1477.5972272320073,37.58880450713653,0.5,50.0,50.0,-50.0,9934996.4,0.9310173479277758,0.0,0.008600078370448141,0.001234884122548019,12.848586373190301,1.002516724929086,1.007566776626726,0.9989666982562778,0.0021597812889404566,0.0021603305206314644,27.7392578125,0.0,13.147476610316062,16.69050261491998,1492.1654052734375,10445782.0,1500.5070892244864,1484.720165407205,1492.7132568359375,7769996.0,1501.8766102174725,1484.072717714687,1489.9990234375,8411808.0,1497.9423959482733,1484.0976661921165,1482.4791259765625,13797742.0,1492.3397678065596,1474.6105280885965,1506.5828857421875
2024-08-26 00:00:00+05:30,1500.9802618699923,1516.941539085057,1497.021098650585,1506.5828857421875,8816114.0,0.0,0.0,1495.0937255859376,1492.9912923177083,1496.3263305664063,1482.5329150390626,1494.8381385245257,1500.4919898844132,1.9786496840474683,1.9786496840474683,0.0,0.0,1496.3263305664063,1515.0554339008054,1477.5972272320073,37.58880450713653,0.5,50.0,50.0,-50.0,9748516.0,0.9043544679005502,0.0,0.01322226650985663,0.008416841559635069,19.920440434472084,0.9962812375441029,1.0068755947255876,0.9936533282157309,0.0034036955107509593,0.0023675580189847136,27.7392578125,0.0,22.933482444432002,16.69050261491998,1494.008056640625,9249654.0,1505.3128818837536,1492.4642955105633,1492.1654052734375,10445782.0,1500.5070892244864,1484.720165407205,1492.7132568359375,7769996.0,1501.8766102174725,1484.072717714687,1482.4791259765625,13797742.0,1492.3397678065596,1474.6105280885965,1494.481201171875
2024-08-27 00:00:00+05:30,1504.4912711730515,1507.4544123852302,1493.485179145279,1494.481201171875,6251156.0,0.0,0.0,1495.9901611328125,1493.204136439732,1496.3263305664063,1482.5329150390626,1494.75848920311,1500.4919898844132,1.9786496840474683,1.9786496840474683,0.0,66.08807772988929,1496.3263305664063,1515.0554339008054,1477.5972272320073,37.58880450713653,0.5,46.94117294987347,48.98039098329116,-53.05882705012653,9248893.142857144,0.6758815247884796,0.0,0.009347212416588006,-0.008032538192779826,13.969233239951109,1.006698023363109,1.008680745668251,0.9993335332516629,0.005108700604214681,0.002759149816874709,27.7392578125,0.0,13.969233239951109,16.69050261491998,1506.5828857421875,8816114.0,1516.941539085057,1497.021098650585,1494.008056640625,9249654.0,1505.3128818837536,1492.4642955105633,1492.1654052734375,10445782.0,1500.5070892244864,1484.720165407205,1489.9990234375,8411808.0,1497.9423959482733,1484.0976661921165,1492.33984375
2024-08-28 00:00:00+05:30,1499.0131426615155,1501.4782728482842,1487.0608784010915,1492.33984375,9610286.0,0.0,0.0,1495.915478515625,1493.0960998535156,1496.3263305664063,1482.5329150390626,1494.2537551758849,1500.4919898844132,1.9786496840474683,1.9786496840474683,0.0,62.50011605846871,1496.3263305664063,1515.0554339008054,1477.5972272320073,37.58880450713653,0.5,41.8825708246985,46.27458125819066,-58.1174291753015,9294067.25,1.0340237208849548,0.0,0.009660932466270011,-0.001432843330646083,14.417394447192692,1.0044717018978375,1.0061235576712344,0.9964626252049644,0.00481800916323264,0.00301650723516945,27.7392578125,0.0,14.417394447192692,16.529181264810457,1494.481201171875,6251156.0,1507.4544123852302,1493.485179145279,1506.5828857421875,8816114.0,1516.941539085057,1497.021098650585,1494.008056640625,9249654.0,1505.3128818837536,1492.4642955105633,1492.7132568359375,7769996.0,1501.8766102174725,1484.072717714687,1514.874755859375
2024-08-29 00:00:00+05:30,1497.1205913811584,1530.885760314005,1488.0568158159556,1514.874755859375,38335358.0,0.0,0.0,1500.4573486328125,1495.5159505208333,1496.3263305664063,1482.5329150390626,1498.3333230738224,1500.4919898844132,1.9786496840474683,1.9786496840474683,0.0,76.13502744628425,1496.3263305664063,1515.0554339008054,1477.5972272320073,37.58880450713653,0.5,71.54875453823367,53.45749943760188,-28.45124546176633,12520877.333333334,2.9459354057285823,0.0,0.028272267613141996,0.01510038896552457,42.828944498049395,0.9882801106761168,1.0105691935209173,0.9822969259077753,0.006550538563028266,0.003409177382709319,27.7392578125,0.0,42.828944498049395,19.34220636107577,1492.33984375,9610286.0,1501.4782728482842,1487.0608784010915,1494.481201171875,6251156.0,1507.4544123852302,1493.485179145279,1506.5828857421875,8816114.0,1516.941539085057,1497.021098650585,1492.1654052734375,10445782.0,1500.5070892244864,1484.720165407205,1503.6197509765625
2024-08-30 00:00:00+05:30,1527.89778785993,1533.599989641746,1497.3447635789732,1503.6197509765625,40185843.779000156,0.0,0.0,1502.3796875,1496.3263305664063,1496.3263305664063,1482.5329150390626,1499.335099106851,1500.4919898844132,1.9786496840474683,1.9786496840474683,0.0,64.43392452326978,1496.3263305664063,1515.0554339008054,1477.5972272320073,37.58880450713653,0.6947082110642373,49.17695826368685,54.202761208873,-50.82304173631315,15430862.6,2.6972393623672084,0.0,0.024111964503808907,-0.007429660332829102,36.25522606277286,1.016146393972013,1.0199387103326572,0.9958267458288481,0.006917428843196716,0.0037600025287580587,27.7392578125,0.0,36.25522606277286,21.03350833124548,1514.874755859375,38335358.0,1530.885760314005,1488.0568158159556,1492.33984375,9610286.0,1501.4782728482842,1487.0608784010915,1494.481201171875,6251156.0,1507.4544123852302,1493.485179145279,1494.008056640625,9249654.0,1505.3128818837536,1492.4642955105633,1510.2183837890625
